ticker,prior,posterior_bl
AAPL,0.190119241156117,0.17637771771670185
MSFT,0.12639095433814318,0.11974046763141391
GOOGL,0.09290854440848141,0.08649815615711402
NVDA,0.310062179072006,0.2760714720677396
JPM,0.02011950689248988,0.020489646678911143
BRK-B,0.01790974005196335,0.018279317173549206
JNJ,0.004063294544803823,0.003841422931754748
UNH,0.01232607492032682,0.011513720307326331
AMZN,0.0866884235993535,0.08593220693223902
XOM,0.03746725504140784,0.0718504462830769
