ticker,weight,sector
AAPL,0.22453983822005644,Technologie
UNH,0.22034214514226505,Santé
BRK-B,0.17864526864470937,Diversifié
MSFT,0.17195471622756475,Technologie
AMZN,0.12990682372485088,Consommation
JPM,0.05247508063557699,Finance
XOM,0.022136127404976422,Énergie
NVDA,5.6744852672802e-17,Semi-conducteurs
GOOGL,0.0,Technologie
JNJ,0.0,Santé
