ticker,weight,sector
AAPL,0.23062730627306274,Technologie
MSFT,0.2029520295202952,Technologie
GOOGL,0.12915129151291513,Technologie
NVDA,0.11070110701107011,Semi-conducteurs
AMZN,0.1014760147601476,Consommation
BRK-B,0.06457564575645756,Diversifié
JPM,0.04151291512915129,Finance
UNH,0.04151291512915129,Santé
XOM,0.04059040590405904,Énergie
JNJ,0.03690036900369004,Santé
