ticker,weight,sector
AAPL,0.29487353277439526,Technologie
NVDA,0.23695349420710604,Semi-conducteurs
AMZN,0.16903371774651113,Consommation
MSFT,0.1525919468087768,Technologie
XOM,0.14401278804638273,Énergie
GOOGL,0.0025345204168278714,Technologie
JPM,9.276154266913382e-17,Finance
UNH,8.256538356656018e-17,Santé
JNJ,1.4763784270642455e-18,Santé
BRK-B,0.0,Diversifié
